Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Reported Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,Covered Emissions (MT CO2e),CCA Status,Georeferenced Location
"Boise Cascade Wood Products, LLC.  Kettle Falls Lumber - Kettle Falls",2012,Wood Products,Lumber Mills,321912,"Cut Stock, Resawing Lumber, and Planing",Boise Cascade Company,Kettle Falls,Stevens,Ecology: Eastern Regional Office,41052,40173,0,343,536,0,0,0,0,,2,"48.609799, -118.067441",,,POINT (-118.067441 48.609799)
Star Tank Lines - Sonoma,2023,Supplier,Other Fuel Supplier,457210,Fuel Dealers,Garberville Gas Corporation,Santa Rosa,Sonoma,,18422,4888,13460,22,52,0,0,0,0,,,,,Reporter,
Puget Sound Energy - Ferndale Generating Station - Ferndale,2015,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Ferndale,Whatcom,Northwest Clean Air Agency,405726,0,405316,187,223,0,0,0,0,,3,"48.828707, -122.685533",,,POINT (-122.685533 48.828707)
Packaging Corporation of America - Wallula,2019,Pulp and Paper,Kraft Mills,322121,Paper (except Newsprint) Mills,Packaging Corp of America,Wallula,Walla Walla,Ecology: Industrial Section,870818,692272,162171,13955,2421,0,0,0,0,,3,"46.10396, -118.9184",,,POINT (-118.9184 46.10396)
Darling Ingredients Inc - Tacoma,2016,Food Production,Meat Products,311613,Rendering and Meat Byproduct Processing,Darling Ingredients Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,10274,0,10264,5,6,0,0,0,0,First year reporting.,1,"47.250503, -122.406461",,,POINT (-122.406461 47.250503)
Hampton Lumber Mills Washington Inc. - Morton,2016,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Morton,Lewis,Southwest Clean Air Agency,30741,30335,0,58,347,0,0,0,0,,2,"46.565997, -122.269573",,,POINT (-122.269573 46.565997)
DH Feeders - Eltopia,2020,Livestock,Cattle Feedlots,112112,Cattle Feedlots,Easterday Ranches,Eltopia,Franklin,Ecology: Eastern Regional Office,14315,0,1259,1012,12043,0,0,0,0,,1,"46.50919, -118.881203",,,POINT (-118.881203 46.50919)
Public Utility District No. 1 of Benton County,2022,Power,COU,2211,"Electric Power Generation, Transmission and Distribution",Public Utility District No. 1 of Benton County,Kennewick,Benton,,53582,,,,,,,,,,,,,,
"Bio Energy Washington, LLC - Maple Valley",2019,Power Plants,"Other Power, Heating, or Cooling Plants",221119,Other Electric Power Generation,Bio Energy Washington,Maple Valley,King,Puget Sound Clean Air Agency,27273,25866,1269,41,96,0,0,0,0,,2,"47.455871, -122.041817",,,POINT (-122.041817 47.455871)
Matheson - Anacortes,2022,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Linde Gas North America LLC,Anacortes,Skagit,Northwest Clean Air Agency,43715,0,43715,0,0,0,0,0,0,,2,"48.467646, -122.554343",,,POINT (-122.554343 48.467646)
Alcoa Intalco Works - Ferndale,2013,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Ferndale,Whatcom,Ecology: Industrial Section,1234637,0,428539,11351,35,0,794712,0,0,PFC emissions based on old source test information.,4,"48.8455, -122.7055",,,POINT (-122.7055 48.8455)
REC Solar Grade Silicon - Moses Lake,2015,Metals,Other Metals,331410,Primary Smelting and Refining of Nonferrous Metal (except Copper and Aluminum),REC Silicon,Moses Lake,Grant,Ecology: Eastern Regional Office,99496,0,99394,47,56,0,0,0,0,,2,"47.138359, -119.200383",,,POINT (-119.200383 47.138359)
Graymont Western US. Inc. - Tacoma,2018,Minerals,Lime Production,327410,Lime Manufacturing,"Graymont, Inc.",Tacoma,Pierce,Puget Sound Clean Air Agency,22,0,22,0,0,0,0,0,0,Facility shut down.,1,"47.271365, -122.397262",,,POINT (-122.397262 47.271365)
Chehalis Generation Facility - Chehalis,2022,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Berkshire Hathaway,Chehalis,Lewis,EFSEC,875158,0,874270,405,483,0,0,0,0,,3,"46.6226, -122.9145",,,POINT (-122.9145 46.6226)
Tacoma Power - Tacoma,2023,Power,COU,221122,Electric Power Distribution,"City of Tacoma, Department of Public Utilities, Light Division DBA Tacoma Power",Tacoma,Pierce,,69131,,,,,,,,,,,,63871,Covered Entity,
Puget Sound Energy - Whitehorn Generating Station - Blaine,2018,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Blaine,Whatcom,Northwest Clean Air Agency,44531,0,44485,21,25,0,0,0,0,,2,"48.885475, -122.724299",,,POINT (-122.724299 48.885475)
NW Natural - supplier,2017,Supplier,Natural Gas Supplier,221210,Natural Gas Distribution,,Portland,Multnomah,,491847,0,491344,230,274,0,0,0,0,,,,,,
"SGL Carbon, LLC - Moses Lake",2021,Manufacturing,Transportation Industry,335991,Carbon and Graphite Product Manufacturing,SGL Automotive Carbon Fibers LLC,Moses Lake,Grant,Ecology: Eastern Regional Office,12715,0,12702,6,7,0,0,0,0,,1,"47.208993, -119.285437",,,POINT (-119.285437 47.208993)
McCain Foods - Othello,2021,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",McCain USA Inc.,Othello,Adams,Ecology: Eastern Regional Office,67901,192,38807,28880,22,0,0,0,0,,2,"46.840102, -119.172705",,,POINT (-119.172705 46.840102)
The Boeing Company - Fabrication (Frederickson Site) - Puyallup,2012,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Puyallup,Pierce,Puget Sound Clean Air Agency,22582,0,22558,11,13,0,0,0,0,,1,"47.088831, -122.34862",,,POINT (-122.34862 47.088831)
"Interfor US, Inc. - Port Angeles",2020,Wood Products,Lumber Mills,321113,Sawmills,Interfor US Inc.,Port Angeles,Clallam,Olympic Region Clean Air Agency,39881,39355,0,76,450,0,0,0,0,,2,"48.103425, -123.518642",,,POINT (-123.518642 48.103425)
Frito Lay - Vancouver,2017,Food Production,Other Food Products,311919,Other Snack Food Manufacturing,PepsiCo Inc,Vancouver,Clark,Southwest Clean Air Agency,17206,0,17189,8,10,0,0,0,0,,1,"45.657037, -122.692",,,POINT (-122.692 45.657037)
Cathcart Landfill - Snohomish,2021,Waste,Landfills,562212,Solid Waste Landfill,Snohomish County,Snohomish,Snohomish,Puget Sound Clean Air Agency,16577,1577,292,14702,6,0,0,0,0,,1,"47.870014, -122.118284",,,POINT (-122.118284 47.870014)
Cowlitz County Tennant Way Landfill - Longview,2022,Waste,Landfills,562212,Solid Waste Landfill,Cowlitz County Washington,Longview,Cowlitz,Southwest Clean Air Agency,21302,2729,0,18564,10,0,0,0,0,,1,"46.107229, -122.905601",,,POINT (-122.905601 46.107229)
"WestRock CP, LLC - Tacoma",2016,Pulp and Paper,Kraft Mills,322130,Paperboard Mills,Westrock Corp.,Tacoma,Pierce,Ecology: Industrial Section,1134873,1011165,117370,1133,5205,0,0,0,0,,4,"47.260953, -122.421765",,,POINT (-122.421765 47.260953)
Washington State University - Pullman,2021,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Pullman,Whitman,Ecology: Eastern Regional Office,62454,0,62389,30,35,0,0,0,0,,2,"46.728702, -117.151481",,,POINT (-117.151481 46.728702)
Washington Potato Company - Warden,2017,Food Production,Potato Products,311991,Perishable Prepared Food Manufacturing,Washington Potato Co.,Warden,Grant,Ecology: Eastern Regional Office,29844,0,29814,14,17,0,0,0,0,,2,"46.970469, -119.063631",,,POINT (-119.063631 46.970469)
Roosevelt Regional Landfill - Roosevelt,2016,Waste,Landfills,562212,Solid Waste Landfill,"Republic Services, Inc.",Roosevelt,Klickitat,Ecology: Central Regional Office,196768,0,287,196480,1,0,0,0,0,,3,"45.807146, -120.179785",,,POINT (-120.179785 45.807146)
Seattle-Tacoma International Airport - Seattle,2023,Government,Other Government,488119,Other Airport Operations,Port of Seattle,Seattle,King,Puget Sound Clean Air Agency,16544,0,16527,8,10,0,0,0,0,,1,"47.443643, -122.302452",,Reporter,POINT (-122.302452 47.443643)
Owens-Brockway Glass Container Inc Plant #2 - Kalama,2013,Minerals,Glass Production,327213,Glass Container Manufacturing,O-I Glass Inc.,Kalama,Cowlitz,Southwest Clean Air Agency,19199,0,19186,6,7,0,0,0,0,,1,"46.031656, -122.866241",,,POINT (-122.866241 46.031656)
Northwest Pipeline Plymouth C/S - Plymouth,2022,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Plymouth,Benton,Benton Clean Air Agency,8337,0,5960,2375,3,0,0,0,0,,1,"45.9309, -119.41019",,,POINT (-119.41019 45.9309)
Naval Base Kitsap Bangor - Silverdale,2016,Government,National Security,928110,National Security,US Government,Silverdale,Kitsap,Puget Sound Clean Air Agency,20109,0,20086,10,13,0,0,0,0,,1,"47.699284, -122.696926",,,POINT (-122.696926 47.699284)
Weyerhaeuser Raymond Lumber - Raymond,2016,Wood Products,Lumber Mills,321113,Sawmills,Weyerhaeuser Co.,Raymond,Pacific,Olympic Region Clean Air Agency,47372,46747,0,90,535,0,0,0,0,,2,"46.688088, -123.737495",,,POINT (-123.737495 46.688088)
Avista Corporation - supplier,2016,Supplier,Natural Gas Supplier,,,Avista Corporation,Spokane,Spokane,,959991,0,959001,452,539,0,0,0,0,,,,,,
Avista Corporation - WA State DOE Reporting - statewide,2013,Natural Gas Systems,Natural Gas Local Distribution Companies,221121,Electric Bulk Power Transmission and Control,Avista Corp.,Spokane,Spokane,Spokane Regional Clean Air Agency,16127,0,18,15180,0,0,0,928,0,,1,"47.673486, -117.388514",,,POINT (-117.388514 47.673486)
Chehalis Generation Facility - Chehalis,2017,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Berkshire Hathaway,Chehalis,Lewis,EFSEC,727165,0,726426,337,401,0,0,0,0,,3,"46.6226, -122.9145",,,POINT (-122.9145 46.6226)
King County Solid Waste Cedar Hills Landfill - Maple Valley,2020,Waste,Landfills,562212,Solid Waste Landfill,King County Solid Waste Division,Maple Valley,King,Puget Sound Clean Air Agency,131246,0,187,131058,1,0,0,0,0,,3,"47.462625, -122.046025",,,POINT (-122.046025 47.462625)
Idemitsu Apollo Corporation - Sacramento,2023,Supplier,Other Fuel Supplier,424710,Petroleum Bulk Stations and Terminals,Idemitsu Americas Holdings Corporation,Sacramento,Sacramento,,141420,4534,136569,32,284,0,0,0,0,,,,93602,Covered Entity,
Cosmo Specialty Fibers Inc - Cosmopolis,2020,Pulp and Paper,Sulfite Mills,322110,Pulp Mills,Cosmo Specialty Fibers Inc.,Cosmopolis,Grays Harbor,Ecology: Industrial Section,206126,186698,15206,3457,766,0,0,0,0,,3,"46.952907, -123.76211",,,POINT (-123.76211 46.952907)
Northwest Pipeline C/S - Snohomish,2019,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Snohomish,Snohomish,Puget Sound Clean Air Agency,25145,0,24353,779,14,0,0,0,0,,2,"47.78825, -122.05859",,,POINT (-122.05859 47.78825)
Benton Rural Electric Association - Prosser,2022,Power,COOP,2211,"Electric Power Generation, Transmission and Distribution",Benton Rural Electric Association,Prosser,Benton,,10506,,,,,,,,,,,,,,
Puget Sound Energy - Jackson Prairie Gas Storage - Chehalis,2018,Natural Gas Systems,Natural Gas Storage,486210,Pipeline Transportation of Natural Gas,Puget Holdings LLC,Chehalis,Lewis,Southwest Clean Air Agency,12159,0,10869,1284,6,0,0,0,0,First year reporting.,1,"46.53461, -122.838569",,,POINT (-122.838569 46.53461)
Cosmo Specialty Fibers Inc - Cosmopolis,2018,Pulp and Paper,Sulfite Mills,322110,Pulp Mills,Cosmo Specialty Fibers Inc.,Cosmopolis,Grays Harbor,Ecology: Industrial Section,602496,576365,19693,4113,2325,0,0,0,0,,3,"46.952907, -123.76211",,,POINT (-123.76211 46.952907)
U.S. Oil & Refining Co. - Tacoma,2017,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,Par Pacific Holdings Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,142341,0,140833,1038,471,0,0,0,0,,3,"47.256813, -122.394952",,,POINT (-122.394952 47.256813)
Western Washington University - Bellingham,2014,Government,Education,611310,"Colleges, Universities, and Professional Schools",Western Washington University,Bellingham,Whatcom,Northwest Clean Air Agency,10799,0,10788,5,6,0,0,0,0,,1,"48.736499, -122.484714",,,POINT (-122.484714 48.736499)
SDS Lumber Company - Bingen,2022,Wood Products,Lumber Mills,321113,Sawmills,SDS Lumber Company,Bingen,Klickitat,Ecology: Central Regional Office,47223,46423,180,89,531,0,0,0,0,,2,"45.713913, -121.468688",,,POINT (-121.468688 45.713913)
Port Townsend Paper Corporation - Port Townsend,2015,Pulp and Paper,Kraft Mills,322121,Paper (except Newsprint) Mills,Port Townsend Paper Corp.,Port Townsend,Jefferson,Ecology: Industrial Section,572564,503209,64332,2411,2612,0,0,0,0,,3,"48.093793, -122.796806",,,POINT (-122.796806 48.093793)
Boeing Commercial Airplanes - Everett,2022,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Everett,Snohomish,Puget Sound Clean Air Agency,69711,0,69639,33,39,0,0,0,0,,2,"47.918622, -122.276987",,,POINT (-122.276987 47.918622)
The Boeing Company: DC/MFC - Tukwila,2023,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Tukwila,King,Puget Sound Clean Air Agency,16355,0,16338,8,9,0,0,0,0,,1,"47.516246, -122.298613",,Reporter,POINT (-122.298613 47.516246)
Washington State University - Pullman,2012,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Pullman,Whitman,Ecology: Eastern Regional Office,56680,0,56619,27,33,0,0,0,0,,2,"46.728702, -117.151481",,,POINT (-117.151481 46.728702)
Darigold - Chehalis,2013,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Chehalis,Lewis,Southwest Clean Air Agency,13706,0,13691,7,8,0,0,0,0,,1,"46.659952, -122.970162",,,POINT (-122.970162 46.659952)
Air Liquide Hydrogen Plant  - Anacortes,2014,Petroleum Systems,Other Petroleum Systems,325120,Industrial Gas Manufacturing,Air Liquide USA Inc.,Anacortes,Skagit,Northwest Clean Air Agency,64110,0,64110,0,0,0,0,0,0,,2,"48.465617, -122.556032",,,POINT (-122.556032 48.465617)
Ascensus Specialties LLC - Elma,2014,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,VSI Holdings LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,21231,0,21209,10,12,0,0,0,0,,1,"46.995459, -123.382316",,,POINT (-123.382316 46.995459)
The Boeing Company - Renton,2013,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Renton,King,Puget Sound Clean Air Agency,19419,0,19400,9,11,0,0,0,0,,1,"47.498257, -122.211346",,,POINT (-122.211346 47.498257)
Pembina Midstream (USA) Inc. - Houston,2023,Supplier,Other Fuel Supplier,221210,Natural Gas Distribution,Pembina NGL Corporation,Houston,Harris,,2133,0,2124,3,6,0,0,0,0,,,,2133,Covered Entity,
Star Forge LLC dba Jorgensen Forge - Tukwila,2013,Metals,Other Metals,332111,Iron and Steel Forging,Jorgensen Forge Corp.,Tukwila,King,Puget Sound Clean Air Agency,16442,0,16426,8,9,0,0,0,0,,1,"47.526872, -122.303906",,,POINT (-122.303906 47.526872)
University of Washington Seattle Campus - Seattle,2022,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Seattle,King,Puget Sound Clean Air Agency,91798,0,91703,43,52,0,0,0,0,,2,"47.653614, -122.303608",,,POINT (-122.303608 47.653614)
Central Washington University - Ellensburg,2016,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Ellensburg,Kittitas,Ecology: Central Regional Office,12278,0,12265,6,7,0,0,0,0,,1,"47.003202, -120.544513",,,POINT (-120.544513 47.003202)
Puget Sound Energy - Fredonia Generating Station - Mount Vernon,2022,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Mount Vernon,Skagit,Northwest Clean Air Agency,188307,0,188108,90,110,0,0,0,0,,3,"48.4553, -122.435",,,POINT (-122.435 48.4553)
Lamb Weston - Connell,2018,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,35338,0,35301,17,20,0,0,0,0,,2,"46.651389, -118.871944",,,POINT (-118.871944 46.651389)
The Boeing Company - Auburn Site - Auburn,2012,Manufacturing,Transportation Industry,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,The Boeing Company,Auburn,King,Puget Sound Clean Air Agency,38932,0,38892,18,22,0,0,0,0,,2,"47.285551, -122.242298",,,POINT (-122.242298 47.285551)
bp Cherry Point Refinery - Blaine,2016,Petroleum Systems,Petroleum Refineries,324110,Petroleum Refineries,BP America Inc.,Blaine,Whatcom,Northwest Clean Air Agency,2130007,0,2118964,6390,4654,0,0,0,0,Assigned Emissions Level,5,"48.8864, -122.7353",,,POINT (-122.7353 48.8864)
"Solvay Chemicals, Inc. - Longview",2023,Chemicals,Other Chemicals,325180,Other Basic Inorganic Chemical Manufacturing,Solvay Chemicals Inc.,Longview,Cowlitz,Southwest Clean Air Agency,50068,0,50068,0,0,0,0,0,0,,2,"46.137218, -122.982847",50068,Covered Entity,POINT (-122.982847 46.137218)
Northwest Pipeline C/S - Mount Vernon,2020,Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Mount Vernon,Skagit,Northwest Clean Air Agency,28539,0,27033,1491,15,0,0,0,0,,2,"48.421967, -122.21547",,,POINT (-122.21547 48.421967)
Cathcart Landfill - Snohomish,2014,Waste,Landfills,562212,Solid Waste Landfill,Snohomish County,Snohomish,Snohomish,Puget Sound Clean Air Agency,22454,0,247,22207,0,0,0,0,0,,1,"47.870014, -122.118284",,,POINT (-122.118284 47.870014)
Fairchild AFB - Spokane Co.,2023,Government,National Security,928110,National Security,US Government,Fairchild Air Force Base,Spokane,Spokane Regional Clean Air Agency,13446,0,13433,6,7,0,0,0,0,,1,"47.641332, -117.644832",,Reporter,POINT (-117.644832 47.641332)
"EcoLube Recovery, LLC - Portland",2023,Supplier,Other Fuel Supplier,324191,Petroleum Lubricating Oil and Grease Manufacturing,"EcoLube Recovery, LLC",Portland,Multnomah,,16085,0,16029,16,39,0,0,0,0,,,,,Reporter,
The Boeing Company: Boeing Plant 2 - Seattle,2016,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Seattle,King,Puget Sound Clean Air Agency,20967,0,20945,10,12,0,0,0,0,,1,"47.532524, -122.311623",,,POINT (-122.311623 47.532524)
U.S. Department of Energy Hanford Site - Richland,2016,Government,Other Government,924110,Administration of Air and Water Resource and Solid Waste Management Programs,US Government,Richland,Benton,Ecology: NWP,14174,0,4453,9714,7,0,0,0,0,,1,"46.55069, -119.489007",,,POINT (-119.489007 46.55069)
"SEI Fuel Services, Inc.",2022,Supplier,Other Fuel Supplier,424710,Petroleum Bulk Stations and Terminals,7-Eleven Inc,Irving,Dallas,,381356,20906,353963,523,5963,0,0,0,0,,,,,,
CertainTeed Gypsum - Seattle,2015,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Saint-Gobain Corporation,Seattle,King,Puget Sound Clean Air Agency,41654,0,41611,20,23,0,0,0,0,,2,"47.548056, -122.336944",,,POINT (-122.336944 47.548056)
J.R. Simplot Company - Othello,2022,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",J.R. Simplot Company,Othello,Adams,Ecology: Eastern Regional Office,112190,0,50977,61184,29,0,0,0,0,,3,"46.837778, -119.176389",,,POINT (-119.176389 46.837778)
Boeing Commercial Airplanes - Everett,2013,Manufacturing,Transportation Industry,336411,Aircraft Manufacturing,The Boeing Company,Everett,Snohomish,Puget Sound Clean Air Agency,73643,0,73567,35,41,0,0,0,0,,2,"47.918622, -122.276987",,,POINT (-122.276987 47.918622)
Puget Sound Energy - Mint Farm Generating Station - Longview,2018,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,547916,0,547359,254,303,0,0,0,0,,3,"46.140095, -122.985138",,,POINT (-122.985138 46.140095)
